,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,60.53,60.53,60.54,60.54,60.54,60.54,60.54,60.54,60.55,60.55,60.55
FIIs,4.8,4.04,2.87,3.26,3.05,2.77,2.75,28.72,29.65,27.09,26.56
DIIs,1.67,1.62,1.89,2.07,1.74,1.96,2.58,2.89,2.63,5.17,4.86
Public,33.0,33.81,34.7,34.13,34.67,34.73,34.14,7.84,7.17,7.2,8.03
No. of Shareholders,276620.0,289671.0,287585.0,267623.0,271583.0,261952.0,216073.0,211215.0,224401.0,253152.0,355696.0
