,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,320,629,264,1013
Cash from Investing Activity,,,34,-217,64,-384
Cash from Financing Activity,,,-343,-208,-544,-638
Net Cash Flow,,,11,204,-216,-8
