,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,73.0,79,79,81,79,59,68
Inventory Days,55.0,110,75,106,95,94,70
Days Payable,39.0,68,54,91,85,87,81
Cash Conversion Cycle,89.0,122,100,96,89,66,57
Working Capital Days,71.0,108,94,96,87,65,65
ROCE %,,22,19,12,10,16,12
