,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,15,-25,12,17
Cash from Investing Activity,1,-2,-1,-3
Cash from Financing Activity,-10,26,-9,-16
Net Cash Flow,6,-1,2,-2
