,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,55.38,80.73,71.54,38.63,55.69,51.13,66.48,47.32,26.3,65.79,70.96,53.25,57.74
Expenses,48.98,70.55,65.77,42.29,55.15,54.15,65.76,53.97,35.45,66.18,67.98,53.14,57.15
Operating Profit,6.4,10.18,5.77,-3.66,0.54,-3.02,0.72,-6.65,-9.15,-0.39,2.98,0.11,0.59
OPM %,11.56,12.61,8.07,-9.47,0.97,-5.91,1.08,-14.05,-34.79,-0.59,4.2,0.21,1.02
Other Income,0.21,0.25,1.02,-0.65,-0.11,-0.13,0.23,0.04,0.04,0.88,1.59,0.02,0.11
Interest,0.08,0.1,0.4,0.27,0.65,0.44,0.62,0.73,0.59,0.44,0.46,0.57,0.66
Depreciation,0.78,0.76,0.79,0.79,0.79,0.8,0.78,0.77,0.76,0.76,0.79,0.78,0.78
Profit before tax,5.75,9.57,5.6,-5.37,-1.01,-4.39,-0.45,-8.11,-10.46,-0.71,3.32,-1.22,-0.74
Tax %,26.09,20.06,27.68,27.93,0.0,13.67,113.33,21.82,21.03,47.89,17.77,33.61,8.11
Net Profit,4.25,7.65,4.04,-3.87,-1.01,-3.79,0.06,-6.34,-8.26,-0.37,2.73,-0.81,-0.68
EPS in Rs,1.53,2.75,1.45,-1.39,-0.36,-1.36,0.02,-2.27,-2.96,-0.13,0.98,-0.29,-0.24
