,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,42.87,54.12,65.19,68.81
Expenses,36.63,46.08,54.41,55.04
Operating Profit,6.24,8.04,10.78,13.77
OPM %,14.56,14.86,16.54,20.01
Other Income,0.29,0.28,0.98,2.33
Interest,0.53,0.63,0.7,1.34
Depreciation,2.42,2.91,3.35,3.87
Profit before tax,3.58,4.78,7.71,10.89
Tax %,26.54,25.94,25.81,26.35
Net Profit,2.63,3.53,5.73,8.02
EPS in Rs,21.48,28.83,46.79,5.53
