,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2.42,10.29,9.26,-2.07
Cash from Investing Activity,-4.84,-16.0,-23.16,-13.65
Cash from Financing Activity,2.42,6.0,13.77,16.82
Net Cash Flow,0.0,0.29,-0.13,1.1
