,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.61,7.59,9.63,8.03,10.31,10.05,10.35,11.1,12.36,10.71,8.18,8.28,11.45
Expenses,5.75,6.89,9.12,6.98,8.9,8.69,8.6,9.95,10.85,8.49,7.18,9.79,9.16
Operating Profit,0.86,0.7,0.51,1.05,1.41,1.36,1.75,1.15,1.51,2.22,1.0,-1.51,2.29
OPM %,13.01,9.22,5.3,13.08,13.68,13.53,16.91,10.36,12.22,20.73,12.22,-18.24,20.0
Other Income,0.06,0.14,0.3,0.12,0.09,0.15,0.15,0.13,0.15,0.15,0.35,0.18,0.1
Interest,0.35,0.34,0.49,0.41,0.47,0.49,0.46,0.46,0.44,0.47,0.18,0.51,0.68
Depreciation,0.13,0.14,0.2,0.2,0.21,0.26,0.28,0.32,0.3,0.29,0.58,0.46,0.55
Profit before tax,0.44,0.36,0.12,0.56,0.82,0.76,1.16,0.5,0.92,1.61,0.59,-2.3,1.16
Tax %,0.0,-2.78,-491.67,-16.07,-7.32,31.58,9.48,-12.0,5.43,32.3,98.31,-1.3,-5.17
Net Profit,0.44,0.37,0.71,0.65,0.88,0.53,1.05,0.56,0.88,1.09,0.01,-2.33,1.22
EPS in Rs,0.43,0.36,0.69,0.63,0.86,0.52,0.97,0.52,0.81,1.0,0.01,-2.15,1.12
