,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.2,65.15
Expenses,6.19,5.75,6.61,5.67,8.49,5.50,10.97,3.87,3.94,4.66,13.48,24.17,57.4
Operating Profit,-6.19,-5.73,-6.61,-5.67,-8.49,-5.50,-10.97,-3.87,-3.94,-4.66,-13.48,-10.97,7.75
OPM %,,-28650.0,,,,,,,,,,-83.11,11.9
Other Income,0.13,0.15,0.18,0.14,0.14,0.14,-1.16,0.14,0.28,-0.05,971.73,0.36,15.04
Interest,36.36,33.22,26.35,38.70,37.58,37.48,44.60,41.37,42.89,41.04,-109.64,14.14,18.79
Depreciation,11.97,11.94,11.69,11.64,11.68,11.68,11.58,11.63,11.68,11.68,11.80,12.87,13.03
Profit before tax,-54.39,-50.74,-44.47,-55.87,-57.61,-54.52,-68.31,-56.73,-58.23,-57.43,1056.09,-37.62,-9.03
Tax %,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.24,34.45,89.15
Net Profit,-54.39,-50.74,-44.47,-55.87,-57.61,-54.52,-68.31,-56.73,-58.23,-57.43,1122.01,-24.66,-0.98
EPS in Rs,-1.85,-1.73,-1.52,-1.90,-1.96,-1.86,-2.33,-1.93,-1.98,-1.96,121.73,-2.68,-0.11
