,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,67.12,66.83,66.83,66.83,66.83,66.83,66.83,66.83,66.83,68.4,68.71,68.71
Public,32.88,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,31.6,31.28,31.29
No. of Shareholders,2013.0,2005.0,2267.0,2087.0,2082.0,2061.0,2043.0,2197.0,2161.0,2060.0,2094.0,2090.0
