,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,2675.0,2681.0,2380.0,2289.0,2263.0
Expenses,2517.0,2516.0,2210.0,2118.0,2078.0
Operating Profit,158.0,165.0,170.0,170.0,185.0
OPM %,6.0,6.0,7.0,7.0,8.0
Other Income,17.0,25.0,2.0,-18.0,-13.0
Interest,43.0,43.0,53.0,63.0,57.0
Depreciation,124.0,125.0,139.0,137.0,142.0
Profit before tax,8.0,22.0,-19.0,-48.0,-26.0
Tax %,122.0,-82.0,37.0,-36.0,-54.0
Net Profit,-2.0,40.0,-12.0,-65.0,-41.0
EPS in Rs,-0.11,1.08,-0.31,-1.8,-1.13
