,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,33.0,28.0,29.0,30.0,39.0,44.0,42.0,89.0,125.0,170.0,175.0,168.0,113.0
Expenses,17.0,15.0,17.0,15.0,22.0,21.0,21.0,39.0,80.0,90.0,40.0,77.0,45.0
Operating Profit,17.0,13.0,12.0,16.0,17.0,23.0,21.0,51.0,45.0,80.0,135.0,90.0,68.0
OPM %,50.0,46.0,41.0,52.0,44.0,52.0,50.0,57.0,36.0,47.0,77.0,54.0,60.0
Other Income,3.0,3.0,16.0,2.0,6.0,3.0,-33.0,2.0,1.0,-10.0,4.0,7.0,3.0
Interest,1.0,1.0,1.0,2.0,2.0,2.0,4.0,7.0,12.0,12.0,7.0,9.0,8.0
Depreciation,6.0,6.0,6.0,5.0,6.0,5.0,11.0,14.0,16.0,22.0,23.0,20.0,18.0
Profit before tax,12.0,8.0,20.0,11.0,16.0,19.0,-27.0,33.0,19.0,36.0,110.0,68.0,44.0
Tax %,1.0,-3.0,-4.0,2.0,-5.0,-1.0,-2.0,1.0,4.0,-4.0,3.0,2.0,2.0
Net Profit,12.0,8.0,21.0,11.0,17.0,19.0,-27.0,32.0,18.0,37.0,107.0,66.0,43.0
EPS in Rs,0.88,0.64,1.6,0.84,1.28,1.45,-2.06,2.45,1.34,2.82,8.06,5.0,3.27
