,2021-03-01,2022-03-01,2023-03-01
Debtor Days,308.85,104.64,69.56
Inventory Days,0.0,,
Days Payable,,,
Cash Conversion Cycle,308.85,104.64,69.56
Working Capital Days,350.96,159.57,90.93
ROCE %,,29.56,21.11
