,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.99,4.68,5.62,4.94,5.72,7.58,5.52,4.73,4.92,6.41,5.51,4.59,7.6
Expenses,1.69,4.18,7.48,4.37,5.33,7.07,6.5,4.51,5.11,5.77,6.36,4.49,5.99
Operating Profit,1.3,0.5,-1.86,0.57,0.39,0.51,-0.98,0.22,-0.19,0.64,-0.85,0.1,1.61
OPM %,43.48,10.68,-33.1,11.54,6.82,6.73,-17.75,4.65,-3.86,9.98,-15.43,2.18,21.18
Other Income,0.01,0.0,1.9,0.0,0.0,0.0,0.35,0.0,0.01,0.02,3.22,0.02,0.02
Interest,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Depreciation,0.1,0.2,-0.06,0.06,0.08,0.08,0.14,0.08,0.08,0.08,0.12,0.08,0.08
Profit before tax,1.21,0.3,0.11,0.51,0.31,0.43,-0.77,0.14,-0.26,0.58,2.24,0.04,1.55
Tax %,25.62,26.67,-436.36,23.53,22.58,23.26,29.87,28.57,0.0,25.86,20.54,25.0,25.81
Net Profit,0.89,0.23,0.58,0.39,0.24,0.33,-0.53,0.1,-0.26,0.44,1.78,0.02,1.15
EPS in Rs,1.12,0.29,0.73,0.49,0.32,0.38,-0.63,0.13,-0.33,0.55,2.24,0.03,1.45
