,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,21.38,19.4,53.09,82.95,73.54,72.41,58.56,26.8,30.13
Inventory Days,9.38,7.01,38.54,97.45,121.14,147.7,105.18,82.65,108.19
Days Payable,8.81,2.72,43.97,101.69,100.41,81.49,91.46,67.67,74.16
Cash Conversion Cycle,21.95,23.69,47.66,78.72,94.26,138.62,72.28,41.77,64.16
Working Capital Days,18.2,14.17,9.01,59.56,96.41,128.68,74.99,78.39,249.71
ROCE %,,3.13,6.46,3.23,2.98,2.14,0.92,1.71,1.63
