,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,395.0,450.0,293.0,341.0,498.0
Expenses,358.0,405.0,264.0,247.0,336.0
Operating Profit,37.0,45.0,29.0,94.0,162.0
OPM %,9.0,10.0,10.0,27.0,33.0
Other Income,1.0,1.0,1.0,13.0,13.0
Interest,2.0,7.0,5.0,15.0,18.0
Depreciation,11.0,13.0,13.0,46.0,53.0
Profit before tax,25.0,26.0,12.0,46.0,104.0
Tax %,32.0,41.0,23.0,26.0,25.0
Net Profit,17.0,15.0,9.0,34.0,77.0
EPS in Rs,53.76,48.46,29.01,105.73,240.89
