,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.85,62.85,62.85,62.85,56.56,50.04,48.39,47.4
Public,37.15,37.15,37.15,37.15,43.44,49.96,51.6,52.59
No. of Shareholders,13620.0,12362.0,12039.0,11978.0,11620.0,12068.0,11900.0,11751.0
