,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,2,5,7,7
Reserves,0,0,1,6,32,34
Borrowings,2,4,5,15,49,13
Other Liabilities,0,3,10,15,15,16
Total Liabilities,3,8,18,41,102,70
Fixed Assets,1,2,5,6,11,16
CWIP,0,1,0,0,0,0
Investments,0,0,0,0,0,0
Other Assets,1,5,13,34,91,54
Total Assets,3,8,18,41,102,70
