,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,40.0,48,17,15,41
Inventory Days,29.0,41,28,189,506
Days Payable,7.0,65,13,82,80
Cash Conversion Cycle,62.0,24,31,121,468
Working Capital Days,59.0,30,9,95,310
ROCE %,,14,20,29,13
