,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003,2.8200000000000003
Reserves,1.36,1.52,1.62,1.84,2.02,2.34,3.1,5.76,6.09,6.63,6.9,6.07,6.44
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0
Other Liabilities,0.15,0.1,0.07,0.08,0.06,0.07,0.06,0.53,0.7000000000000001,0.73,0.64,0.05,0.09
Total Liabilities,4.33,4.44,4.51,4.74,4.9,5.23,5.98,9.11,9.63,10.19,10.36,8.94,9.35
Fixed Assets,0.4,0.31,0.19,0.18,0.17,0.16,0.15,0.14,0.15,0.03,0.01,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,1.72,2.86,3.01,2.46,2.2,1.64,0.24,2.99,3.59,3.64,7.54,2.88,3.26
Other Assets,2.21,1.27,1.31,2.1,2.53,3.43,5.59,5.98,5.89,6.52,2.81,6.06,6.09
Total Assets,4.33,4.44,4.51,4.74,4.9,5.23,5.98,9.11,9.63,10.19,10.36,8.94,9.35
