,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.87,63.88,66.53,66.53,66.53,66.52,66.53,66.53
FIIs,1.45,4.38,3.08,3.58,2.52,3.02,2.67,2.86
DIIs,10.32,8.93,9.22,9.33,9.57,8.89,8.81,8.5
Government,0.02,0.02,0.15,0.02,0.02,0.02,0.02,0.02
Public,22.63,21.17,19.52,19.22,20.23,20.43,20.97,21.18
Others,1.71,1.62,1.5,1.32,1.14,1.11,1.01,0.92
No. of Shareholders,42645.0,46260.0,43378.0,40679.0,40818.0,64118.0,57796.0,55811.0
