,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.85,24.26,5.21,6.13,8.83,9.6,21.95,14.17,12.41,2.99,3.93,10.99,15.16
Expenses,11.7,24.2,6.29,5.62,7.56,8.06,21.44,13.07,13.07,4.94,5.37,10.58,12.39
Operating Profit,0.15,0.06,-1.08,0.51,1.27,1.54,0.51,1.1,-0.66,-1.95,-1.44,0.41,2.77
OPM %,1.27,0.25,-20.73,8.32,14.38,16.04,2.32,7.76,-5.32,-65.22,-36.64,3.73,18.27
Other Income,0.1,0.26,1.27,0.52,2.79,2.19,2.59,1.11,2.44,3.5,3.54,4.83,4.27
Interest,0.07,0.04,0.01,0.05,0.01,0.0,0.41,0.49,0.54,0.37,0.56,0.3,0.27
Depreciation,0.27,0.15,0.1,0.09,0.1,0.34,0.34,0.32,0.91,0.84,0.74,0.22,0.23
Profit before tax,-0.09,0.13,0.08,0.89,3.95,3.39,2.35,1.4,0.33,0.34,0.8,4.72,6.54
Tax %,-522.22,69.23,-37.5,34.83,32.15,40.12,29.36,30.0,78.79,-526.47,0.0,28.6,
Net Profit,-0.56,0.04,0.1,0.58,2.68,2.03,1.65,0.98,0.07,2.13,0.8,3.37,4.77
EPS in Rs,-0.07,0.0,0.01,0.04,0.18,0.13,0.1,0.06,0.0,0.13,0.05,0.21,0.30
