,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.95,0.18,0.53,1.09,0.8,1.01,1.04,4.56,1.74,0.9,3.78,7.57,2.91
Expenses,1.59,0.97,1.13,1.08,1.12,1.48,1.7,2.69,2.3,1.47,4.12,4.32,2.48
Operating Profit,0.36,-0.79,-0.6,0.01,-0.32,-0.47,-0.66,1.87,-0.56,-0.57,-0.34,3.25,0.43
OPM %,18.46,-438.89,-113.21,0.92,-40.0,-46.53,-63.46,41.01,-32.18,-63.33,-8.99,42.93,14.78
Other Income,0.45,-0.36,2.83,0.0,0.63,0.0,2.91,0.03,2.33,0.07,2.4,0.02,1.78
Interest,0.09,0.0,0.17,0.08,0.08,0.08,0.33,0.08,0.06,0.07,0.08,0.05,0.07
Depreciation,0.04,0.07,0.62,0.06,0.06,0.06,0.56,0.05,0.05,0.07,0.06,0.05,0.05
Profit before tax,0.68,-1.22,1.44,-0.13,0.17,-0.61,1.36,1.77,1.66,-0.64,1.92,3.17,2.09
Tax %,4.41,2.46,-124.31,0.0,-5.88,-3.28,-0.74,25.42,39.76,39.06,26.04,26.5,33.01
Net Profit,0.64,-1.19,3.23,-0.12,0.18,-0.63,1.37,1.33,1.0,-0.38,1.42,2.33,1.4
EPS in Rs,0.04,-0.07,0.2,-0.01,0.01,-0.04,0.09,0.08,0.06,-0.02,0.09,0.14,0.09
