,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,25,25,25
Reserves,54,63,49,53
Borrowings,31,25,7,4
Other Liabilities,52,83,29,23
Total Liabilities,162,196,110,106
Fixed Assets,108,110,15,14
CWIP,1,15,0,0
Investments,0,0,64,58
Other Assets,54,71,31,34
Total Assets,162,196,110,106
