,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,11,11,20,25,25,27,27,27,27,27.0
Reserves,187,189,192,205,78,280,716,904,945,835,829,805,803.0
Preference Capital,0,0,0,0,151,0,151,0,0,0,0,0,
Borrowings,69,93,152,193,393,391,396,669,769,771,767,770,770.0
Other Liabilities,157,145,151,201,225,101,179,16,33,91,21,14,15.0
Total Liabilities,424,438,506,611,707,792,1316,1614,1773,1724,1644,1615,1615.0
Fixed Assets,283,291,360,355,397,422,742,731,741,723,706,688,679.0
CWIP,105,42,7,146,161,217,379,686,790,849,797,796,796.0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Other Assets,35,105,139,110,149,154,195,196,242,152,141,131,139.0
Total Assets,424,438,506,611,707,792,1316,1614,1773,1724,1644,1615,1615.0
