,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,53,-17,61,64,66,54,54,55,66,91,-8,9
Cash from Investing Activity,-2,-23,-2,-11,7,-11,-7,-11,-2,-6,-34,-36
Cash from Financing Activity,-53,84,-60,-47,-36,-55,-91,-34,-13,-32,-15,-7
Net Cash Flow,-2,44,-2,6,37,-12,-44,9,51,53,-58,-33
