,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.34,1.76,1.34,0.00,0.00,0.21,0.66,3.09,3.24,0.05,0.47,0.55,0.19
Expenses,1.0,1.44,1.31,0.11,0.07,0.12,0.45,2.33,2.44,0.33,0.39,0.92,0.74
Operating Profit,0.34,0.32,0.03,-0.11,-0.07,0.09,0.21,0.76,0.8,-0.28,0.08,-0.37,-0.55
OPM %,25.37,18.18,2.24,,,42.86,31.82,24.6,24.69,-560.0,17.02,-67.27,-289.47
Other Income,0.03,0.0,0.01,0.61,0.09,-0.01,0.08,0.0,0.0,0.0,0.0,0.0,0.04
Interest,0.14,0.99,0.03,0.00,0.00,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.00
Depreciation,0.21,0.21,0.21,0.30,0.20,0.03,0.04,0.15,0.58,0.6,0.47,0.38,0.34
Profit before tax,0.02,-0.88,-0.2,0.20,-0.18,0.05,0.24,0.6,0.21,-0.89,-0.39,-0.75,-0.85
Tax %,150.0,-12.5,10.0,25.00,16.67,-100.0,-8.33,1.67,52.38,0.0,0.0,0.0,
Net Profit,-0.01,-0.99,-0.19,0.16,-0.15,0.1,0.26,0.59,0.1,-0.89,-0.39,-0.74,-0.85
EPS in Rs,-0.4,-39.6,-7.6,6.40,-6.00,4.0,10.4,5.63,0.3,-2.68,-1.18,-2.23,-2.56
