,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.78,39.78,39.78,38.52,38.52
Public,60.22,60.22,60.22,61.49,61.49
No. of Shareholders,130.0,141.0,195.0,221.0,218.0
