,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.06,69.04,69.04,69.03,69.03,68.89,70.66,70.62
FIIs,5.19,6.21,7.32,4.43,0.68,2.07,2.36,3.09
DIIs,0.46,0.09,0.01,0.04,1.28,1.25,0.64,0.21
Public,25.29,24.66,23.63,26.5,29.01,27.78,26.33,26.08
No. of Shareholders,21481.0,24512.0,26143.0,30072.0,68076.0,83829.0,82146.0,78068.0
