,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.88,47.27,47.27,47.27,47.27,49.57,49.58,49.58
FIIs,0.01,0.2,0.22,0.05,0.0,0.0,0.01,0.0
DIIs,5.24,3.68,2.54,2.27,2.27,2.17,1.55,1.55
Public,30.86,48.85,49.97,50.41,50.46,48.26,48.87,48.86
No. of Shareholders,95822.0,85982.0,84220.0,81951.0,80755.0,85616.0,85442.0,87286.0
