,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,48.5,97.5,92.83,28.77,89.61,131.72,133.03,100.71,116.0,162.32,172.84,111.77,135.11
Expenses,38.65,72.94,68.44,22.71,66.21,83.98,99.21,65.32,84.74,106.86,131.11,77.34,105.55
Operating Profit,9.85,24.56,24.39,6.06,23.4,47.74,33.82,35.39,31.26,55.46,41.73,34.43,29.56
OPM %,20.31,25.19,26.27,21.06,26.11,36.24,25.42,35.14,26.95,34.17,24.14,30.8,21.88
Other Income,4.71,3.94,2.15,6.92,3.99,2.11,2.47,0.98,0.79,1.38,1.07,1.14,0.58
Interest,6.09,6.2,6.31,5.72,5.88,5.96,6.07,5.62,6.31,6.89,7.46,6.92,7.24
Depreciation,9.47,9.59,9.95,9.42,10.55,11.21,12.12,12.08,13.27,13.77,13.38,13.41,14.09
Profit before tax,-1.0,12.71,10.28,-2.16,10.96,32.68,18.1,18.67,12.47,36.18,21.96,15.24,8.81
Tax %,31.0,20.3,29.18,28.24,29.2,27.45,55.14,24.32,25.58,25.48,23.13,19.49,14.87
Net Profit,-0.69,10.13,7.28,-1.55,7.77,23.71,8.12,14.12,9.28,26.95,16.88,12.27,7.5
EPS in Rs,-0.08,1.24,0.89,-0.19,0.95,2.91,1.0,1.73,1.14,3.3,2.07,1.5,0.92
