,2021-03-01,2022-03-01,2023-03-01
Debtor Days,56.15,37.07,201.70
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,56.15,37.07,201.70
Working Capital Days,168.46,79.84,107.66
ROCE %,,25.11,33.21
