,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.13,-0.08,0.8300000000000001
Cash from Investing Activity,-0.26,-0.56,-5.84
Cash from Financing Activity,0.4,0.95,14.89
Net Cash Flow,0.01,0.32,9.88
