,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.11,0.11,5.0,24.3
Reserves,-0.09,0.12,12.57,30.9
Borrowings,0.55,1.51,1.59,1.96
Other Liabilities,0.39,1.04,4.44,3.59
Total Liabilities,0.96,2.78,23.6,60.75
Fixed Assets,0.27,0.72,5.33,6.82
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0
Other Assets,0.6900000000000001,2.06,18.27,53.93
Total Assets,0.96,2.78,23.6,60.75
