,2016-03-01,2017-03-01,2018-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,378.15,115.47,149.61,37.12,61.91,26.88
Inventory Days,849.11,,5560.62,,,
Days Payable,0.0,,220.8,,,
Cash Conversion Cycle,1227.26,115.47,5489.42,37.12,61.91,26.88
Working Capital Days,1173.92,419.07,313.65,27.84,23.31,6.57
ROCE %,,0.50,1.78,,-1.02,-0.17
