,2016-03-01,2017-03-01,2018-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.59,-14.32,1.57,0.09,2.33,2.43
Cash from Investing Activity,0.95,-125.37,-39.01,-1.15,-1.29,-1.84
Cash from Financing Activity,-0.01,141.53,35.7,0.81,-0.8,0.35
Net Cash Flow,0.35,1.84,-1.74,-0.25,0.24,0.94
