,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24,12.24
Reserves,28.11,26.79,25.99,26.11,26.15,25.75,24.57,25.74,24.53,50.7,54.06,53.6,57.07
Borrowings,3.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.86,0.5,0.29,0.22,0.23,0.17,0.17,0.39,0.3,0.48,0.51,0.39,0.52
Total Liabilities,44.21,41.14,38.52,38.57,38.62,38.16,36.98,38.37,37.07,63.42,66.81,66.23,69.83
Fixed Assets,12.5,10.99,9.47,8.4,7.42,6.4,5.43,4.27,3.7,0.11,0.1,0.09,0.09
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,26.37,26.71,25.93,27.5,28.01,29.79,10.21,5.93,3.69,8.69,8.82,8.23,9.15
Other Assets,5.34,3.44,3.12,2.67,3.19,1.97,21.34,28.17,29.68,54.62,57.89,57.91,60.59
Total Assets,44.21,41.14,38.52,38.57,38.62,38.16,36.98,38.37,37.07,63.42,66.81,66.23,69.83
