,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,47.19,47.04,47.97,48.04,47.54,47.53,47.53,47.53
DIIs,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public,52.78,52.96,52.03,51.96,52.46,52.47,52.45,52.45
No. of Shareholders,7985.0,8646.0,7958.0,8079.0,13121.0,16777.0,16683.0,15826.0
