,2023-03-01,2023-09-01
Equity Capital,13.0,13
Reserves,,97
Borrowings,,29
Other Liabilities,,62
Total Liabilities,,200
Fixed Assets,,27
CWIP,,0
Investments,,0
Other Assets,,174
Total Assets,,200
