,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,5.76,5.76,5.76,5.76,5.76,5.76,5.76,5.76,5.76,5.76,5.76,5.76
DIIs,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
Public,94.05,94.05,94.05,94.05,94.05,94.05,94.05,94.04,94.05,94.05,94.05,94.04
No. of Shareholders,16348.0,16413.0,16615.0,17277.0,19522.0,22887.0,23843.0,23638.0,23208.0,22977.0,22728.0,23962.0
