,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,61,61,61,65,78,101,102,151,151,151,151,151,151.0
Reserves,700,455,480,459,-560,-369,-1170,-1151,-910,-1469,-936,-866,-807.0
Preference Capital,0,0,0,0,0,0,562,0,0,0,0,0,
Borrowings,8764,9969,11150,11880,9495,9780,8894,4108,4253,4777,2018,5512,2583.0
Other Liabilities,4949,4727,6111,6606,6718,7557,8760,7802,8707,9322,12931,8383,8406.0
Total Liabilities,14473,15211,17801,19010,15730,17069,16586,10910,12200,12781,14165,13180,10334.0
Fixed Assets,3232,3256,3233,4494,1865,1713,1729,575,771,866,723,623,553.0
CWIP,2041,2717,3645,3135,1696,1890,1714,169,178,2,1,0,0.0
Investments,202,156,159,273,601,476,417,181,356,418,59,79,120.0
Other Assets,8998,9082,10763,11108,11568,12990,12726,9985,10895,11496,13382,12477,9660.0
Total Assets,14473,15211,17801,19010,15730,17069,16586,10910,12200,12781,14165,13180,10334.0
