,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,57.95,58.06,58.06,58.17,58.28,58.39,58.49,58.52,58.62,58.64,58.66,58.66
FIIs,0.0,0.0,0.0,0.0,0.14,0.37,0.15,0.08,0.06,0.06,0.06,0.06
DIIs,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Public,42.05,41.94,41.94,41.82,41.58,41.23,41.36,41.41,41.33,41.29,41.3,41.29
No. of Shareholders,15578.0,15613.0,16359.0,16121.0,16477.0,19208.0,19229.0,18937.0,17017.0,16788.0,16618.0,16514.0
