,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.34,0.04,-0.46,-0.27,0.46,-0.16,-0.23,-1.32,0.8200000000000001,0.75,-0.34,-0.05
Cash from Investing Activity,-0.08,-0.04,0.04,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0
Cash from Financing Activity,0.0,-0.01,0.51,0.3,-0.63,0.18,0.21,1.5,-0.81,-0.93,0.34,0.05
Net Cash Flow,-0.42,-0.01,0.09,0.03,-0.17,0.01,-0.02,0.17,0.01,-0.18,-0.01,0.0
