,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
Reserves,0.44,0.52,0.63,0.68,0.75,0.84,0.92,1.03,1.1,1.38,1.67,2.62,2.67
Borrowings,3.04,3.89,3.4,4.34,5.24,5.01,6.27,6.38,6.63,7.36,6.98,7.18,7.38
Other Liabilities,0.85,1.19,2.07,2.17,1.51,1.84,2.61,3.25,2.08,3.14,5.89,5.02,6.16
Total Liabilities,5.23,6.5,7.0,8.09,8.4,8.59,10.7,11.56,10.71,12.78,15.44,15.72,17.11
Fixed Assets,1.63,1.54,1.57,1.82,1.91,1.79,2.06,1.81,1.65,2.65,3.45,5.0,5.22
CWIP,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.48,0.0,0.0,0.43,0.0
Investments,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
Other Assets,3.24,4.6,5.07,5.91,6.13,6.19,8.28,9.39,8.22,9.77,11.63,9.93,11.53
Total Assets,5.23,6.5,7.0,8.09,8.4,8.59,10.7,11.56,10.71,12.78,15.44,15.72,17.11
