,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.2,4.71,6.43,4.91,6.81,7.96,8.24,9.83,9.28,10.01,7.97,8.21,8.19
Expenses,3.94,4.44,5.94,4.64,6.43,7.62,7.79,8.94,8.23,9.34,7.82,8.13,7.4
Operating Profit,0.26,0.27,0.49,0.27,0.38,0.34,0.45,0.89,1.05,0.67,0.15,0.08,0.79
OPM %,6.19,5.73,7.62,5.5,5.58,4.27,5.46,9.05,11.31,6.69,1.88,0.97,9.65
Other Income,0.0,0.0,0.12,0.01,0.02,0.02,0.06,0.0,0.07,0.05,-0.03,0.01,0.0
Interest,0.2,0.21,0.19,0.2,0.18,0.17,0.17,0.19,0.19,0.18,0.18,0.2,0.21
Depreciation,0.04,0.05,0.09,0.06,0.06,0.06,0.22,0.12,0.12,0.12,0.43,0.2,0.2
Profit before tax,0.02,0.01,0.33,0.02,0.16,0.13,0.12,0.58,0.81,0.42,-0.49,-0.31,0.38
Tax %,0.0,100.0,24.24,0.0,12.5,30.77,75.0,0.0,43.21,23.81,16.33,0.0,5.26
Net Profit,0.01,0.01,0.25,0.02,0.14,0.09,0.04,0.58,0.46,0.31,-0.41,-0.31,0.37
EPS in Rs,0.11,0.11,2.78,0.22,1.56,1.0,0.44,6.44,5.11,3.44,-4.56,-3.44,4.11
