,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.78,3.1,9.7,4.67,7.28,10.17,10.59,7.04,7.11,7.27,9.3,7.92,8.1
Expenses,0.1,0.11,0.12,0.15,0.11,0.19,0.52,0.18,0.12,0.14,0.45,0.16,0.15
Operating Profit,3.68,2.99,9.58,4.52,7.17,9.98,10.07,6.86,6.99,7.13,8.85,7.76,7.95
OPM %,97.35,96.45,98.76,96.79,98.49,98.13,95.09,97.44,98.31,98.07,95.16,97.98,98.15
Other Income,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Interest,2.94,2.44,7.22,3.31,5.25,8.22,6.36,4.93,4.75,5.83,5.25,5.84,5.52
Depreciation,0.01,0.01,0.0,0.0,0.08,0.15,0.15,0.13,0.13,0.13,0.13,0.09,0.09
Profit before tax,0.73,0.54,2.46,1.21,1.84,1.61,3.56,1.8,2.11,1.17,3.5,1.83,2.34
Tax %,23.29,25.93,25.61,24.79,25.0,26.09,26.12,25.56,23.7,23.93,27.43,25.14,24.36
Net Profit,0.56,0.4,1.83,0.91,1.38,1.2,2.63,1.33,1.61,0.89,2.55,1.37,1.77
EPS in Rs,0.52,0.37,1.69,0.84,1.28,1.11,2.43,1.23,1.49,0.82,2.36,1.27,1.64
