,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.40,1.85,4.75,3.81,7.14,8.48,6.05,5.89,15.59,20.98,32.71,30.75,32.59
Expenses,0.17,0.26,0.3,0.37,0.9,0.59,0.74,0.65,0.73,0.48,0.96,0.9,0.90
Operating Profit,2.23,1.59,4.45,3.44,6.24,7.89,5.31,5.24,14.86,20.5,31.75,29.85,31.69
OPM %,92.92,85.95,93.68,90.29,87.39,93.04,87.77,88.96,95.32,97.71,97.07,97.07,97.24
Other Income,0.36,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.06,0.0,0.0,0.03
Interest,0.63,0.11,2.09,0.63,1.95,2.81,1.06,1.14,9.54,15.46,23.15,20.76,22.44
Depreciation,0.00,0.0,0.0,0.0,0.04,0.15,0.1,0.07,0.05,0.03,0.38,0.5,0.44
Profit before tax,1.96,1.48,2.38,2.81,4.25,4.94,4.15,4.04,5.27,5.07,8.22,8.59,8.84
Tax %,17.35,28.38,32.35,32.74,33.41,32.19,27.71,29.95,25.43,25.44,25.43,25.49,
Net Profit,1.62,1.06,1.6,1.88,2.83,3.35,3.0,2.82,3.94,3.79,6.13,6.4,6.58
EPS in Rs,,0.98,1.48,1.74,2.62,3.1,2.77,2.61,3.64,3.5,5.67,5.92,6.09
