,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,429.0,506.0,577.0,474.0,498.0,602.0,627.0,554.0,528.0,528.0,691.0,608.0,601.0
Expenses,361.0,427.0,489.0,412.0,445.0,528.0,541.0,513.0,486.0,486.0,606.0,538.0,535.0
Operating Profit,68.0,80.0,87.0,62.0,53.0,74.0,86.0,41.0,43.0,42.0,85.0,70.0,66.0
OPM %,16.0,16.0,15.0,13.0,11.0,12.0,14.0,7.0,8.0,8.0,12.0,11.0,11.0
Other Income,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,319.0,6.0
Interest,5.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,9.0,11.0,15.0,10.0,10.0
Depreciation,22.0,22.0,21.0,21.0,22.0,22.0,25.0,26.0,27.0,31.0,31.0,35.0,35.0
Profit before tax,42.0,56.0,64.0,37.0,28.0,49.0,58.0,10.0,8.0,1.0,41.0,344.0,26.0
Tax %,29.0,30.0,17.0,29.0,18.0,25.0,22.0,32.0,43.0,17.0,20.0,22.0,32.0
Net Profit,30.0,39.0,53.0,26.0,23.0,36.0,45.0,7.0,5.0,1.0,33.0,267.0,18.0
EPS in Rs,4.38,5.66,7.72,3.78,3.29,5.26,6.45,1.02,0.66,0.08,4.7,38.56,2.58
