,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,251,43,39
Inventory Days,,601,117,146
Days Payable,,685,103,113
Cash Conversion Cycle,,167,57,72
Working Capital Days,,269,59,61
ROCE %,,8,29,16
