,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,16,16,16,16
Reserves,0,1907,2417,2650,2684
Borrowings,0,556,238,407,765
Other Liabilities,0,888,1111,1176,1005
Total Liabilities,0,3366,3782,4249,4470
Fixed Assets,0,1805,1798,1846,2134
CWIP,0,65,174,525,452
Investments,0,50,6,8,10
Other Assets,0,1446,1804,1870,1875
Total Assets,0,3366,3782,4249,4470
