,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,50.68,50.92,50.92,51.03,51.1,51.47,51.47,51.47,51.47,51.47,51.47
FIIs,24.28,18.7,11.11,12.42,11.21,10.19,9.24,8.4,7.73,6.15,6.3
DIIs,1.31,1.44,0.81,0.6,0.67,0.7,2.36,4.89,5.97,6.72,9.18
Public,23.73,28.75,36.97,35.75,36.82,37.44,36.72,35.03,34.62,34.83,32.22
Others,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.82,0.82
No. of Shareholders,63339.0,95235.0,149939.0,181847.0,191477.0,193858.0,195704.0,186895.0,185062.0,186294.0,173533.0
