,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,2.66,2.66
Reserves,0.79,4.36,4.61
Borrowings,0.64,2.34,5.14
Other Liabilities,0.67,0.19,0.17
Total Liabilities,2.11,9.55,12.58
Fixed Assets,0.27,2.2,3.33
CWIP,0.0,0.0,0.0
Investments,0.05,0.0,0.0
Other Assets,1.79,7.35,9.25
Total Assets,2.11,9.55,12.58
