,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.12,50.67,51.17,51.49,51.49,51.49,51.49,51.49,51.49
DIIs,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Public,49.86,49.32,48.81,48.49,48.49,48.49,48.49,48.49,48.49
No. of Shareholders,5559.0,5558.0,5365.0,5300.0,5262.0,5315.0,5926.0,6138.0,6212.0
