,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,701,804,-920,1270,1501,-44,-2377
Cash from Investing Activity,-132,73,-103,-143,-289,-1099,-419
Cash from Financing Activity,-589,-868,1018,-1141,-1124,1589,2301
Net Cash Flow,-20,9,-5,-15,87,446,-495
