,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,225.0,184,196,187,82,42,101
Inventory Days,106.0,92,166,147,85,133,77
Days Payable,77.0,88,83,110,89,132,66
Cash Conversion Cycle,253.0,189,280,224,78,43,112
Working Capital Days,251.0,188,272,214,105,63,124
ROCE %,,11,11,10,14,15,11
