,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.05,1.98,1.12
Cash from Investing Activity,-0.1,-1.07,-1.22
Cash from Financing Activity,-0.88,-0.98,0.1
Net Cash Flow,0.08,-0.07,0.0
