,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,50.42,58.73,60.1,61.02,77.18,74.37,76.87,79.78,82.39,110.28,92.99,102.26,90.71
Expenses,42.35,51.28,54.07,56.73,66.7,68.44,71.41,75.4,76.22,80.55,86.94,98.33,94.44
Operating Profit,8.07,7.45,6.03,4.29,10.48,5.93,5.46,4.38,6.17,29.73,6.05,3.93,-3.73
OPM %,16.01,12.69,10.03,7.03,13.58,7.97,7.1,5.49,7.49,26.96,6.51,3.84,-4.11
Other Income,0.38,4.53,1.75,1.45,0.55,0.57,0.86,0.9,0.6,1.19,2.14,3.42,4.71
Interest,0.53,0.62,0.79,0.83,0.91,0.84,0.39,0.62,1.47,0.6,0.44,0.44,0.98
Depreciation,0.9,1.73,2.44,3.46,3.92,3.79,3.34,2.85,2.46,2.32,2.74,3.2,3.71
Profit before tax,7.02,9.63,4.55,1.45,6.2,1.87,2.59,1.81,2.84,28.0,5.01,3.71,-3.71
Tax %,23.93,11.63,15.82,34.48,24.19,10.16,28.96,23.2,41.9,-0.04,17.17,83.56,
Net Profit,5.34,8.5,3.82,0.96,4.69,1.69,1.85,1.4,1.65,28.02,4.15,0.6,-6.81
EPS in Rs,45.94,73.13,32.87,8.26,40.35,14.54,15.92,12.05,14.2,241.07,35.71,5.16,-58.59
