,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,30.01,30.4,34.58,34.53,29.95,33.33,33.27
FIIs,19.83,19.13,18.04,17.45,24.86,23.8,23.08
DIIs,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Public,49.74,50.44,47.38,48.02,45.19,42.86,43.63
Others,0.02,0.02,0.0,0.0,0.0,0.01,0.01
No. of Shareholders,28237.0,23634.0,14537.0,15747.0,21475.0,26278.0,32049.0
