,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-21,-51,15,-237,2,-141,25
Cash from Investing Activity,2,-5,1,39,-1,-12,-8
Cash from Financing Activity,87,-1,27,156,-4,225,-85
Net Cash Flow,68,-56,43,-42,-3,73,-68
