,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.6000000000000001,0.6000000000000001,3.6,3.6
Reserves,,3.95,1.58,1.14
Borrowings,,-0.01,1.3,1.86
Other Liabilities,,0.55,1.78,0.78
Total Liabilities,,5.09,8.26,7.38
Fixed Assets,,0.29,0.84,0.88
CWIP,,0.01,0.0,0.0
Investments,,0.0,0.0,0.0
Other Assets,,4.79,7.42,6.5
Total Assets,,5.09,8.26,7.38
