,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,165.83,232.7
Inventory Days,,,50.34
Days Payable,,,222.36
Cash Conversion Cycle,,165.83,60.69
Working Capital Days,,192.15,245.59
ROCE %,,,15.97
