,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,123.0,125.0,113.0,115.0,141.0,160
Expenses,105.0,106.0,93.0,91.0,117.0,136
Operating Profit,17.0,20.0,20.0,24.0,24.0,24
OPM %,14.0,16.0,17.0,21.0,17.0,15
Other Income,4.0,2.0,1.0,2.0,2.0,2
Interest,1.0,1.0,2.0,2.0,3.0,3
Depreciation,2.0,2.0,3.0,6.0,6.0,7
Profit before tax,18.0,18.0,16.0,18.0,17.0,16
Tax %,31.0,26.0,26.0,18.0,14.0,
Net Profit,12.0,13.0,12.0,15.0,15.0,13
EPS in Rs,10.28,10.88,9.93,12.2,11.73,10.53
