,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,129.0,145,170,200,169
Inventory Days,67.0,78,27,188,228
Days Payable,134.0,173,169,302,241
Cash Conversion Cycle,62.0,51,28,86,156
Working Capital Days,151.0,152,161,208,216
ROCE %,,16,13,12,10
