,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.52,39.53,32.96,32.51,9.42,9.47,9.32,6.87
FIIs,0.01,1.67,8.1,8.27,8.68,1.11,0.03,9.42
DIIs,0.32,0.54,0.47,0.01,2.3,0.0,0.0,0.0
Public,60.14,58.26,58.47,59.21,79.6,89.42,90.64,83.7
No. of Shareholders,24007.0,50593.0,49003.0,45334.0,58497.0,244876.0,265412.0,344479.0
